    1    1     1.00000000000000
    1    2    -0.21406265175603
    1    3     0.19438415205281
    1    4     0.00000000000000
    1    5     0.00000000000000
    1    6     0.00000000000000
    1    7     0.00000000000000
    1    8     0.00000000000000
    1    9     0.00000000000000
    1   10     0.00000000000000
    1   11     0.00000000000000
    1   12     0.00000000000000
    1   13     0.00000000000000
    1   14     0.00000000000000
    1   15     0.05193603178113
    1   16     0.06900202544978
    1   17     0.00000000000000
    1   18    -0.08677038207486
    1   19     0.06132328517785
    1   20     0.05193603178113
    1   21     0.06900202544978
    1   22     0.00000000000000
    1   23     0.08677038207486
    1   24     0.06132328517785
    2    1    -0.21406265175603
    2    2     1.00000000000000
    2    3     0.70860732857704
    2    4     0.00000000000000
    2    5     0.00000000000000
    2    6     0.00000000000000
    2    7     0.00000000000000
    2    8     0.00000000000000
    2    9     0.00000000000000
    2   10     0.00000000000000
    2   11     0.00000000000000
    2   12     0.00000000000000
    2   13     0.00000000000000
    2   14     0.00000000000000
    2   15     0.26868508074874
    2   16     0.32243341850218
    2   17     0.00000000000000
    2   18    -0.32347294913660
    2   19     0.22860823512463
    2   20     0.26868508074874
    2   21     0.32243341850218
    2   22     0.00000000000000
    2   23     0.32347294913660
    2   24     0.22860823512463
    3    1     0.19438415205281
    3    2     0.70860732857704
    3    3     1.00000000000000
    3    4     0.00000000000000
    3    5     0.00000000000000
    3    6     0.00000000000000
    3    7     0.00000000000000
    3    8     0.00000000000000
    3    9     0.00000000000000
    3   10     0.00000000000000
    3   11     0.00000000000000
    3   12     0.00000000000000
    3   13     0.00000000000000
    3   14     0.00000000000000
    3   15     0.48899438292857
    3   16     0.64312539120357
    3   17     0.00000000000000
    3   18    -0.31808010263945
    3   19     0.22479694542234
    3   20     0.48899438292857
    3   21     0.64312539120357
    3   22     0.00000000000000
    3   23     0.31808010263945
    3   24     0.22479694542234
    4    1     0.00000000000000
    4    2     0.00000000000000
    4    3     0.00000000000000
    4    4     1.00000000000000
    4    5     0.00000000000000
    4    6     0.00000000000000
    4    7     0.50127148324600
    4    8     0.00000000000000
    4    9     0.00000000000000
    4   10     0.00000000000000
    4   11     0.00000000000000
    4   12     0.00000000000000
    4   13     0.00000000000000
    4   14     0.00000000000000
    4   15     0.00000000000000
    4   16     0.00000000000000
    4   17     0.18842641949151
    4   18    -0.00000000000000
    4   19     0.00000000000000
    4   20     0.00000000000000
    4   21     0.00000000000000
    4   22     0.18842641949151
    4   23     0.00000000000000
    4   24     0.00000000000000
    5    1     0.00000000000000
    5    2     0.00000000000000
    5    3     0.00000000000000
    5    4     0.00000000000000
    5    5     1.00000000000000
    5    6     0.00000000000000
    5    7     0.00000000000000
    5    8     0.50127148324600
    5    9     0.00000000000000
    5   10     0.00000000000000
    5   11     0.00000000000000
    5   12     0.00000000000000
    5   13     0.00000000000000
    5   14     0.00000000000000
    5   15     0.22568591831618
    5   16     0.08699761868209
    5   17     0.00000000000000
    5   18    -0.19041749016336
    5   19     0.26774058790722
    5   20    -0.22568591831618
    5   21    -0.08699761868209
    5   22    -0.00000000000000
    5   23    -0.19041749016336
    5   24    -0.26774058790722
    6    1     0.00000000000000
    6    2     0.00000000000000
    6    3     0.00000000000000
    6    4     0.00000000000000
    6    5     0.00000000000000
    6    6     1.00000000000000
    6    7     0.00000000000000
    6    8     0.00000000000000
    6    9     0.50127148324600
